ad_id,text,DONATE,CONTACT,PURCHASE,GOTV,EVENT,POLL,GATHERINFO,LEARNMORE,PRIMARY_PERSUADE
x_666657334288410,"I have always fought, and will continue to fight, for the right to life! Learn more about my record on protecting the unborn: https://www.comparedougandkelly.com/",0,0,0,0,0,0,0,1,1
x_247204916706825,"I will continue to work across both sides of the aisle to get results for North Carolinians. The $1.1 billion COVID-19 Relief Package will help families, our schools, our healthcare workers and the unemployed as we all work to keep citizens safe.",0,0,0,0,0,0,0,1,1
x_293105555336339,✅HUGE NATIONWIDE DEAL: LIMITED Gold Plated Playing Cards As Powerful As The Nation It Honors! 🇺🇸  LET ME SHOW YOU HOW TO GET YOUR LIMITED EDITION 24K GOLD CARDS TODAY!,0,0,1,0,0,0,0,1,0
x_654877508455345,"Thom Tillis is fighting to rebuild our economy by creating jobs, cutting red tape, strengthening small businesses and lowering taxes. Vote Thom Tillis for North Carolina!",0,0,0,0,0,0,0,1,1
x_1181666872176097,URGENT: Sign the petition to join President Trump's Senate allies in the fight to end late-term abortions.,0,0,0,0,0,0,1,0,0
x_1262102024123552,"When a parent is fighting for their child’s health they shouldn’t have to worry about how they’re going to pay for it. Americans deserve a president who will fight to expand access to health care, not take it away.   Join us in electing Joe Biden this November. A vote for Joe is a vote to protect the health of all Americans.",0,0,0,1,0,0,0,1,1
x_582471502637984,"{{product.brand}}"",""⭐ Over 25,000+ Happy Trump Customers ⭐ Pledge your support by flying your own! Shop 50% Off 👉trumprack.com/flags"",""⭐ Over 25,000+ Happy Trump Customers ⭐ Pledge your support by flying your own! Shop 50% Off 👉trumprack.com/flags"",""⭐ Over 25,000+ Happy Trump Customers ⭐ Pledge your support by flying your own! Shop 50% Off 👉trumprack.com/flags"",""⭐ Over 25,000+ Happy Trump Customers ⭐ Pledge your support by flying your own! Shop 50% Off 👉trumprack.com/flags",0,0,1,0,0,0,0,0,0
x_1501746220008495,"With your help, ads like these will run on TV and digital media until the election. We need you to help us show how big our movement to defeat Trump and Trumpsim has become. Can you donate right now?  Your donation will help us run ads like this in the following critical swing states:   ✅Arizona ✅ North Carolina ✅Michigan ✅Wisconsin  ✅Pennsylvania   👉 Are you with us?",1,0,0,0,0,0,0,0,0
x_1231620123886803,Joe Biden will stand up for our collective bargaining rights,0,0,0,1,0,0,0,1,0
x_275439886947673,"We have fewer than 20 days to help Roy get across the finish line. If you’re able, can you chip in?",1,0,0,0,0,0,0,0,0
x_1229131550779331,"The mainstream media doesn't want your children to know the truth about President Trump and his achievements in office. That's why Mike Huckabee's team created The Kids Guide to President Trump, and that's why we're making it free. It's part of a special free gift bundle that also includes the ""Great Again"" video lesson and a very special issue of the new EverBright Kids magazine. To get your free bundle, just hit the learn more button.",0,0,1,0,0,0,0,1,0
x_3454407928001026,I know who I am. I know what I want to do and I know how I am going to do it. Come with me to Madison.,0,0,0,0,0,0,0,1,1
x_1047678322341873,"Please, I hope you’ll STOP SCROLLING and read this now:    OUTRAGE AT GOP SUPREME COURT HYPOCRISY | 11:59 p.m. deadline: At this moment, unelected Sen. Kelly Loeffler (R-GA) is in the middle of helping Mitch McConnell cement a FAR-RIGHT TAKEOVER of our judiciary – once again defying the will of the American people.   I believe there should be NO confirmation before the next president is inaugurated – and the majority of the American people agree. If I’m elected in Georgia’s special Senate race, I could be sworn in EARLY and vote on the GOP’s anti-choice, extremist nominee – but that can only happen if our campaign gets the urgent grassroots support we need to fight back against the $20 MILLION Loeffler is pouring into this race to defeat us.   A brighter future for Georgia, our country AND our Supreme Court depends on defeating far-right, anti-democratic politicians like Kelly Loeffler – but we have to act FAST. With these shameful hearings happening RIGHT NOW, still need $37,343 before MIDNIGHT TONIGHT if we’re going to fight back. So please: Rush whatever you can right now to help us flip Georgia blue and protect the future of the Supreme Court!",1,0,0,0,0,0,0,0,0
x_2063455227120359,The Mueller family blames inaction by Joe Biden and the Obama administration for the murder of their daughter Kayla at the hands of ISIS.,0,0,0,0,0,0,0,1,1
x_3447938328589341,Angie Craig will continue to be a champion for equality in the US House of Representatives. Learn about your voting options at HRC.org/vote.,0,0,0,1,0,0,0,1,1
x_1031277240629932,"We are facing tough times as a country right now and working families need a champion who will fight for them in the United States House. Rita Hart is the best choice for our district, she will protect our health care, job security and retirement. Learn more:",0,0,0,0,0,0,0,1,1
x_1248624695492949,"“I am ready to become the first female veteran to serve in the Texas House of Representatives ...there will be no additional job for me other than serving as your representative for House District 54. 365 days of the year I will uphold, defend, safeguard and sustain Our Lone Star State of Texas.""  Use of military rank, titles, or photographs in uniform do not imply endorsement.",0,0,0,0,0,0,0,1,1
x_1013836322418682,"BREAKING NEWS: FiveThirtyEight’s Nate Silver calculates that Donald Trump could lose the popular vote by as much as 4.5%, but still win the Electoral College – and FOUR MORE YEARS in office.   We urgently need to hear from 1,862 more Democrats in your area – but we’re missing your response to this time-sensitive poll. Please, before this poll closes at 11:59 p.m., tell us: Will you vote this year?",0,0,0,0,0,1,0,0,0
x_1513776068829176,"We need a doctor in the Senate who knows how to fight for quality, affordable health care, lower prescription drug prices, and who has a plan to tackle the COVID-19 crisis. Dr. Al has a plan.   We need to elect Dr. Al Gross. Make a plan to vote: DrAlGrossAK.com/Vote",0,0,0,0,0,0,0,1,1
x_1081640898957496,Congressman Harley Rouda’s plan: cut taxes for Orange County homeowners by $5 billion.,0,0,0,0,0,0,0,1,1
x_388851825485641,Martha McSally is fighting for your ESSENTIAL right to self-defense: ✅ Supporting Pro-Gun Judges ✅ Defending Your Right-to-Carry ✅ Opposing California-Style Gun Control,0,0,0,0,0,0,0,1,1
x_1313793152303618,Eugene DePasquale is a  champion of all animals and we’re proud to endorse him. Vote to elect Eugene DePasquale to Congress.,0,0,0,1,0,0,0,1,1
x_1248256845561517,This election is one of the most important elections of our lives. M.J. Hegar will fight to give every working family a fair shot to get ahead. Make your voice heard. Vote M.J. Hegar.,0,0,0,0,0,0,0,1,0
x_1212807685745907,"When the Senate received a private coronavirus briefing, David Perdue didn’t act to help the people of Georgia. He chose profits over people, raking in millions for himself while thousands of Georgians died.",0,0,0,0,0,0,0,1,1
x_2422777838030229,"Andrew Lewis tried to take away your vote.  Lewis tried to form a commission to change the election rules, undermining our democracy and stripping the power of your vote.  It's time we vote Andrew Lewis out.",0,0,0,0,0,0,0,1,1
x_388431718863231,"On The War Room ar American Bridge, Obama veteran Jim Messina talks about how Democrats can win. Take a listen: https://anchor.fm/abwarroom",0,0,0,0,0,0,0,0,0
x_1204341846606974,"Protect your rights & a conservative Supreme Court THIS SATURDAY in Flagstaff, Arizona!  Democrats want to stack the Supreme Court with radical leftists who will strip away the 2nd Amendment & destroy your freedom.  Join @[112735922758892:274:Charlie Kirk] & Students For Trump THIS SATURDAY to knock doors to help re-elect President @[153080620724:274:Donald J. Trump] and take back this district for common sense leadership!  SIGN UP NOW 👇 TrumpStudents.org/WinArizona",0,0,0,0,1,0,1,0,0
x_250375799746350,"D.C. Republicans have launched new attack ads, right out of Trump's playbook, where they flat-out lie about Dan's record. We can't let them get away with it.  Chip in today to make sure Dan has the resources he needs to defeat Sununu and his Republican allies >> https://bit.ly/36MJ8qL",1,0,0,0,0,0,0,0,0
x_1079605562436201,FREE TRUMP 2020 Gold Coin are available only while supplies last! (just cover S&H)  🇺🇸,0,0,1,0,0,0,0,0,0
x_1068822593572510,Mark Kelly will fight to protect the health care of Arizonans who have pre-existing conditions.,0,0,0,0,0,0,0,1,1
x_2700060363542301,"Cal Cunningham took a nearly $40,000 tax break to add a butler’s pantry and wet bar in his luxury home. Cal Cunningham and corruption - they just seem to go together.",0,0,0,0,0,0,0,1,1
x_1003392506824786,"Natural resources form the basis of our economy here in Alaska. Our rivers and oceans sustain charter, sport, and commercial fisheries. Responsible stewardship of our resources is critical to how generations of Alaskan families are able to continue to put food on the table. We need an independent voice in Juneau who will support our fisheries—no quibbling, no waffling, no nonsense.",0,0,0,0,0,0,0,1,1
x_1072642353174174,KENOSHA WISCONSIN ⚠,0,0,0,0,0,0,0,1,1
x_1007323016348344,"CONGRATS: You've won the Weekly Trump Patriot 500% Match!   Contribute ANY AMOUNT in the next TWO HOURS for a 500% Match, and to get your name on the list of supporters we give to President Trump.",1,0,0,0,0,0,0,0,0
x_1053220358462424,🚨 BREAKING NEWS: Justice Amy Coney Barrett has been confirmed to the Supreme Court. 🚨  President Trump appointed another true Constitutionalist who is committed to upholding the rule of law.,0,0,0,0,0,0,0,1,1
x_252557065818584,"Cal Cunningham will weaken your right to self-defense, and weaken your ability to protect your family. We must defeat Cal Cunningham.",0,0,0,0,0,0,0,1,1
x_1203594453355221,Lindsey Graham failed to stand with the NRA. He won't stand up for our constitution.,0,0,0,0,0,0,0,1,1
x_1027065641085371,"Trump is laying the groundwork to contest the results of the election.   While this sounds like something out of a movie, the reality is not at all far-fetched: Trump is already attempting to sabotage the Postal Service and he has begun working with the RNC to prepare a legal strategy to get election results overturned.  That’s why we’re preparing for a post-election crisis scenario where Trump loses the election but refuses to concede. This plan includes coalition building, game planning effective nationwide grassroots action, and building awareness on the ground.  The truth is that all of this work costs money - $1.2 million to be exact. That’s where you come in. Our movement has long been powered by everyday folks like yourself chipping in what they could to support our work. Your support has never been more critical. If you are able, donate to help fund this important work and help make sure we’re prepared come this November.  (Paid for by Indivisible Action (indivisible.org) and not authorized by any candidate or candidate’s committee.)",1,0,0,1,0,0,0,0,0
x_3515237961848777,Cuatro Pinochos del Washington Post. Falso en el verificador de hechos. Cory Gardner está mintiendo sobre protegiendo a gente con condiciones preexistentes.,0,0,0,0,0,0,0,1,1
x_1027043184403721,"🗳️🗳️🗳️ Tell your Senators: Everyone should be able to vote safely in 2020 🗳️🗳️🗳️  Right now, the Senate has a chance to fully fund safe elections, by passing the HEROES Act — ensuring that ALL voters can protect themselves from coronavirus by voting from home and casting their ballots by mail in the November general election.  ✍️✍️✍️Sign up below to tell Congress you support the HEROES Act ✍️✍️✍️",0,0,0,0,0,0,1,0,0
x_1020350188410381,"Joe Biden’s anti-poverty plan to expand the child tax credit reveals that a potential Biden administration would likely advance a more progressive economic agenda than that under the Obama and Clinton years. Aimed at reducing childhood poverty rates, Biden’s proposed expansion would be dramatic and open the allowance to families who would otherwise fail to qualify.",0,0,0,0,0,0,0,0,1
x_3300865296658510,"We are proud to present our latest video, “Wake Up Call,” that features four lifelong Jewish Democrats who will vote for President Donald J. Trump this November. By now, it has become obvious to Jewish voters that today’s Democrat Party is not the party of their parents and grandparents; it has taken a sharp and disturbing swerve to the radical left. The Democrats have turned their backs on the Jewish community, on Israel, and on America itself. They allow antisemitism among Democrats in public office to go unchallenged; they want to take us back to the dangerous Obama-Biden nuclear deal with Iran; and they want to undo the many achievements of the Trump administration that have benefited all of us.",0,0,0,0,0,0,0,1,1
x_1036728366747737,The most patriotic gloves ever made are HERE! Grab your pair of Trump 2020 gloves today! Don't miss out! 🇺🇸,0,0,1,0,0,0,0,0,0
x_1061087827638765,"“President Trump’s body count didn’t start with COVID-19. It started for the Latino community, particularly Puerto Ricans, with Hurricane Maria.""",0,0,0,0,0,0,0,0,1
x_379714763401488,"What’s the truth behind President Trump saying, “We will protect pre-existing conditions?” #Preexisting #ACA",0,0,0,0,0,0,0,1,1
x_1086058028456066,"🛑STOP -- sorry, we wanted to make sure you saw Joe Biden's HISTORIC vice president announcement...  🔴LIVE: 11:59 P.M. DEADLINE | JOE BIDEN ANNOUNCES KAMALA HARRIS AS HIS RUNNING MATE!  Kamala Harris could make history this November as the FIRST woman and FIRST Black vice president! This changes everything about the election. With all of our polling now outdated, Democratic Headquarters URGENTLY needs 46 of your state's top Democrats -- like you -- to take this poll before it closes at 11:59 P.M. tonight, but we're still missing your response: Will you vote for Joe Biden and Kamala Harris?",0,0,0,0,0,1,0,0,0
x_626036551413122,"Vice President Biden's proposal to address climate change is centered around economic recovery: particularly on creating new, clean jobs.",0,0,0,0,0,0,0,0,1
x_3306076712772674,TRUMP ALERT: Joe Biden just left his basement to speak on how he and the Democrats will destroy America if they’re elected. Help stop them. Contribute HERE and support House Republicans NOW:,1,0,0,0,0,0,0,0,0
x_1068658436924661,Our country is headed in the wrong direction because of Donald Trump. Joe Biden is ready to lead on day one.,0,0,0,0,0,0,0,1,1
x_1015725668902816,The best way to beat Trump is to vote early. Can you commit to voting early? Start here.,0,0,0,1,0,0,0,1,0
x_1068229413612899,Early voting is open now! Find your polling place today and make your voice heard.,1,0,0,1,0,0,0,1,0
x_4509183995789148,"Michelle Fischbach, a Trump-endorsed candidate from Minnesota is running for Congress and needs YOUR help. Can you take a stand immediately to help her out HERE?",1,0,0,0,0,0,0,0,0
x_1071759159904344,🚨 Joe Biden endorsed Julie Slomski for State Senate 🚨  Vote for the Democratic team in 2020!,0,0,0,0,0,0,0,0,1
x_364594111620323,"Join 4 million supporters to help us stand up to Pelosi, Schumer, AOC, and her Squad!",1,0,0,0,0,0,0,0,0
x_351028422884404,Honor her Hope for America's future. Vote for a candidate that will respect RBG's final wish and will nominate someone who will embody her values. Joe Biden is that candidate. Democrats will fight for an inclusive future that respects and guarantees ALL of our freedoms.  Make YOUR plan to vote by either voting in person Tuesday 11/3 or you can request a Vote by Mail ballot by 10/24 & return it by 7pm on Tuesday 11/3. #VoteForRBG #HonorHerWish,0,0,0,1,0,0,0,0,0
x_1010473339366241,“The economic outlook is strongest under the scenario in which Biden and the Democrats sweep Congress and fully adopt their economic agenda.” - Moody’s Analytics chief economist Mark Zandi,1,0,0,0,0,0,0,1,1
x_1308504836160509,"🔴 BREAKING: Amy Coney Barrett is Donald Trump’s pick to fill Ruth Bader Ginsburg’s Supreme Court seat. As expected, she’s a HORRIBLE choice -- she’s committed to rubber-stamping Trump’s dangerous agenda.   We’re sending the Senate an **urgent** petition to demand they REJECT Amy Coney Barrett -- it’s the only way to SAVE the Supreme Court. BUT: we can’t send it to the Capitol unless we get 350,000 signatures by midnight. If we fall short, Trump will push through Barrett! Please, this is CRITICAL -- sign your name NOW!",0,0,0,0,0,0,1,0,0
x_1129610260767604,"Pres. Trump signed an executive order that would gut Social Security during a pandemic."",""El presidente Trump firmó una orden ejecutiva que socava el Seguro Social durante una pandemia.",0,0,0,0,0,0,0,1,1
x_253865209402383,"You can’t afford to sit out this election. Our jobs, paychecks, and health care are on the line! Get out and vote for Thom Tillis! Election Day is November 3rd | Find voting information at VoteForTillis.com",0,0,0,0,0,0,0,1,1
x_2712340182417033,Cal Cunningham won’t say if there are more affairs. He says he doesn’t want to talk about his “personal matter”–that he wants to concentrate on the issues. Character IS an issue – it’s a TOP issue. Reject Cal Cunningham!,0,0,0,0,0,0,0,1,1
x_554487171924231,"Newsmax is conducting an urgent national poll to grade President Trump's Job Performance.   Submit your grade on President Trump's Job Performance. Approve or Disapprove? Click Here: https://nws.mx/2NREJIx Or click the image below 👇"","" "","" "","" ",0,0,0,0,0,1,0,0,0
x_1057175918130348,"When the pandemic shook our city, my office immediately went to work supporting struggling families, defending renters facing eviction, securing unemployment benefits, and helping neighborhood businesses survive. I'm proud to have the support of Governor Newsom and Mayor Breed, and I hope to have your vote by November 3rd.",0,0,0,0,0,0,0,1,1
x_280849616385425,"Lisa Scheller supported tax breaks for the wealthiest one percent of Americans. As CEO, she outsourced hundreds of jobs. Lisa Scheller looks out for herself and her wealthy friends, not for us.",0,0,0,0,0,0,0,1,1
x_655444538501662,"When I am Governor, I will defend the police and put an end to the culture of violence in our state.",0,0,0,0,0,0,0,1,1
x_1009114482865939,"The Fake News media can't deny the truth: President Trump is SUCCESSFULLY leading the greatest comeback in American history.  Next year, the United States will have its best year EVER. As part of his outline for his second term in office, President Trump has promised to create 1 million NEW small businesses.  Contribute NOW to show your support for four more years of President Trump's America FIRST agenda.",1,0,0,0,0,0,0,0,0
x_1058049111298700,"Dan Sullivan has spent the last six years off standing in the corner being quiet. Alaska needs a Senator, not a potted plant.",0,0,0,0,0,0,0,1,1
x_1184339661945538,🇺🇸 Show Support for President Trump ✔️ Limited Edition Arkansas for Trump Flag 👉 Quantities Extremely Limited 🦅 Ships From The Good Old USA,1,0,0,0,0,0,0,0,0
x_3478747958852606,"Hey everyone, guess what? I’m going to the Capitol!  This Sunday. On my bicycle.  Over the years I’ve enjoyed riding for a good cause - the MS 150. On September 27th I’ll ride 30 miles from 35B to the Capitol. Every donation received makes each mile pedaled more valuable to the campaign. Help us make each mile count!  Give $15, $30, $45, or $60! Our combined efforts will bring me back there on November 3rd to get to work for you! The ride starts at Noon. Stay tuned for live updates, times, and details.   Come join us at the finish for celebration!",0,0,0,0,1,0,0,0,1
x_1598913763623259,"PAT TIMMONS-GOODSON NEEDS YOUR HELP!  President Obama nominated Pat Timmons-Goodson to the federal judiciary. But Mitch McConnell blocked Pat Timmons-Goodson from the federal bench just like he did to Merrick Garland. Now, Pat Timmons-Goodson is running for Congress in North Carolina. By winning in November, we will stun Mitch McConnell and Pat will be in Congress fighting for equality, progress, and ensuring that everyone is treated equally under the law.  A new poll has her only two points down from Richard Hudson (within the margin of error). She is ready to win this race and bring progress to Washington, but to do so she could use your help. Our goal is to reach 50,000 donations in the next two weeks to help put up a big number and keep our ads running the final weeks of this race. Every single dollar makes a difference, so can you please dig deep in your pocket today and rush over a contribution to Pat for Congress? Thank you!",1,0,0,0,0,0,0,0,0
x_1005384089987682,"Donald Trump has said it “is certainly possible” Amy Coney Barrett will be part of a supreme court decision overturning Roe v Wade, the 1973 ruling which made abortion legal in the US.",0,0,0,0,0,0,0,1,0
x_344012090265587,"Pebble Mine would be devastating for Alaska, but Dan Sullivan let plans move forward anyways.",0,0,0,0,0,0,0,1,1
x_2869070350045262,"Trump solo pagó $750 en impuestos pero cuando se enfermó, recibió la mejor atención médica del país.  Nosotros pagamos mucho más que él pero no recibimos ningún tipo de ayuda.  ¡Es tiempo que nos unamos a votar y elegir a representantes que nos respaldan!",0,0,0,0,0,0,0,1,0
x_232561714750349,URGENT: Trump needs you to take a stand before it’s too late! The liberal mob keeps coming after him and he can’t fend them off entirely on his own.,1,0,0,0,0,0,0,0,0
x_628847511138891,"Cindy Hyde-Smith has failed Mississippi. She refused to pass a COVID relief bill that would give parents, teachers, and students the resources they need during this pandemic. Don't let your future depend on Cindy Hyde-Smith. Elect Mike Espy by November 3. Make your plan to vote NOW.",0,0,0,1,0,0,0,1,1
x_1080860099031570,"❗Republican Martha McSally schemed with McConnell to GUT the Affordable Care Act by filling RBG’s seat with Trump’s Far-Right Judge. She doesn’t care about the people of Arizona! But a new poll shows Martha LOSING to Democrat and former NASA Astronaut Mark Kelly! We can save our healthcare, but we NEED you to VOTE!  ➡️  Make your plan to vote by or on Tuesday November 3rd >>  https://votewith.us/states",0,0,0,1,0,0,0,0,1
x_1030299067415563,"URGENT: The North Carolina online voter registration deadline is Friday, Oct. 9!  Don’t miss your chance to vote for Joe and Kamala this year – click below to check your voter registration now before time runs out!",0,0,0,1,0,0,0,1,1
x_2232446693567539,Trump and McConnell's Supreme Court nominee will decide the fate of the Affordable Care Act.  Tell Cory Gardner: Stand up to Mitch McConnell and stop attacking our health care.,0,1,0,0,0,0,0,1,0
x_1009637656202344,"Donald Trump’s education secretary, Betsy DeVos continues to put her own agenda before the well-being of our schools, students, and educators. That’s NOT the job of the Secretary of Education.   Our schools deserve leaders who will listen to experts and scientists to make smart, informed decisions that will prioritize our students and resource strong and safe public schools.",0,0,0,0,0,0,0,1,0
x_322975702110338,"Donald Trump tiene 4 años insultando, ofendiendo, y maldiciendo los puertorriqueños. Este Noviembre 3, es tiempo de dejarle saber a Trump que nosotros si contamos!"",""Donald Trump has been insulting, offending, and ignoring the Puerto Rican community for 4 year! This election, it's time to let Donald Trump know how we feel about him! VOTE November 3rd!",0,0,0,1,0,0,0,1,1
x_353401622609430,Take a closer look at Al Gross's radical ideas,0,0,0,0,0,0,0,1,1
x_1255698324797063,"Macomb County: You have the power to make change in this country RIGHT NOW -- and it’s as simple as voting! This year there are three great options to vote:  turning in your mail-in ballot, voting early in-person, or casting your vote on Election Day!  Boosting voter turnout is going to be the key to winning this election and enacting the bold, progressive change that we want to see in our communities.  Change starts at the ballot box and we need every Democrat in Macomb County to stand together and help bring about that change!",0,0,0,1,0,0,0,0,0
x_2739491406267015,Radical liberal M.J. Hegar's plan: ✔️ Government takeover of healthcare. ✔️ Free healthcare for illegal immigrants. 🚫 For you? You get stuck with the bill.,0,0,0,0,0,0,0,1,1
x_872068786934071,"In the 2020 election, America itself is on trial. The Biden-Harris campaign, the mainstream media, and the BLM activists find America guilty of 400 years of systemic racism, xenophobia, and white supremacy.   Indeed, we are in a “battle for the soul of America.”",0,0,0,0,0,0,0,0,0
x_2751473208401414,"Dan Besse is our healthcare champion - he supports expanding access to healthcare, will stand up to insurance companies, and fight to reduce skyrocketing costs. But Jeff Zenger backs a plan which big insurers love, which would deny coverage for pre-existing conditions. This November, vote for the healthcare champion for Forsyth County - Dan Besse",0,0,0,0,0,0,0,1,1
x_1116874832041621,"Every Liberal in the country is pouring 💰💰💰 into South Carolina. Nancy Pelosi, Hillary Clinton, and Barack Obama are all backing my Democrat opponent. Will you chip in $20.20 right now and help us FIGHT BACK?",1,0,0,0,0,0,0,0,0
x_1011874402568958,Let’s rise to this moment and rebuild together.  Here’s Jon Ossoff’s plan...,0,0,0,0,0,0,0,0,1
x_381835586347282,Our voices are being heard and our votes WILL be counted. Make a plan to vote for equality champion Raphael Warnock today at HRC.org/vote.,0,0,0,1,0,0,0,1,0
x_1043390259457679,"Everything is on the line: our healthcare, equality, our future. That's why we're all in for Biden-Harris! Are you with us? Make a plan to vote for Biden-Harris at: eqfl.org/2020electionscenter",0,0,0,1,0,0,0,0,0
x_965828937210452,"If you don’t want guns in your classrooms, sign this Students Demand Action petition to Donald Trump and the NRA.",0,0,0,0,0,0,1,0,0
x_389639652422060,"Wisconsin is setting up a field hospital to deal with surging COVID cases, as Pres. Trump refuses to take the necessary steps to contain the virus."",""Wisconsin está montando un hospital de campaña para hacer frente al aumento de los casos de COVID mientras el presidente Trump se niega a tomar las medidas necesarias para contener el virus.",0,0,0,0,0,0,0,1,0
x_630807594254618,"Kate Schroder supports the Green New Deal, which could ELIMINATE more than 250,000 Ohio jobs AND increase taxes, costing every family $65,000 a year. Liberal Kate Schroder: an economic disaster for Ohio!",0,0,0,0,0,0,0,1,1
x_1225657574476782,David Young doesn’t change. He’s still trying to take our health care away and deny coverage for pre-existing conditions.,0,0,0,0,0,0,0,1,0
x_351623399451821,"Steve Daines voted to allow big insurance companies to deny health care coverage based on pre-existing conditions. And he took $368,000 from the insurance industry. NOT Steve Daines.",0,0,0,0,0,0,0,1,1
x_1024666277995593,Sen. Tillis is working hard to support working families and help NC’s economy recover.,0,1,0,0,0,0,0,1,0
x_1092079504556937,"Rev. Raphael Warnock was endorsed by Stacey Abrams, Congressman John Lewis, and President Barack Obama. He wants to expand access to healthcare and protect coverage for pre-existing conditions.",0,0,0,0,0,0,0,1,1
x_1746638845523562,Sign the petition to join President Trump in the fight to end late-term abortions.,0,0,0,0,0,0,1,0,0
x_1103767410039028,Love President Trump? Show off your support everywhere you go! 100% Made in the USA!,0,0,1,0,0,0,0,0,0
x_267342807904038,"Montanans like Katie, a cancer survivor, know that we can’t trust Steve Daines to protect health care for people with pre-existing conditions. Daines took $400,000 from the insurance industry.",0,0,0,0,0,0,0,1,1
x_1272201996456089,"Heather Matson is running for re-election in the Iowa House for District 38 to ensure all Iowans have the tools they need to get ahead.  She’s focused on high quality public education, access to affordable health care, and economic opportunity for everyone in her district. Heather understands what Iowans need because she’s been making an impact in our community for a long time. She has spent 20 years working and volunteering in public policy, advocacy, and development. She’s a proven leader, and she’s ready to keep fighting for Iowa families. Vote Heather Matson for State Representative by November 3.",0,0,0,0,0,0,0,1,1
x_618685475447864,“Let’s win the battle for the soul of this nation.” Rush in a donation to help Joe Biden win Florida and beat Donald Trump!,1,0,0,0,0,0,0,0,0
x_271908083892548,Love President Trump & America? Gear Up For The Election! Claim a FREE Camo Trump 2020 Hat today! (Just Cover S&H),0,0,1,0,0,0,0,0,0
x_1177995162579007,🇺🇸Show Support for President Trump ✔️ Keep America Great Pink Tumbler 👉 Quantities Extremely Limited 🦅 Ships From The Good Old USA,0,0,1,0,0,0,0,0,0
x_690891951513065,"Social Security helped Theresa Greenfield through tough times—so to her, protecting Social Security is personal.   After a workplace accident took her husband, Theresa Greenfield raised two boys on her own with her farm family values.  Theresa Greenfield was raised on farm family values, and she’ll work for the people of Iowa.",0,0,0,0,0,0,0,1,1
x_1053647641757629,Pres. Trump incites racism and violence. Joe Biden knows we’re stronger united.,0,0,0,0,0,0,0,1,1
x_2783196931920993,President Trump and Biden struck remarkably different tones this week on climate change as wildfires burned in California.,0,0,0,0,0,0,0,0,1
x_1035806773515265,"Pres. Trump admits he knew COVID was “deadly stuff” in February but lied to the American people for months."",""El presidente Trump admite que sabía que el COVID era ""cosa mortal"" en febrero, pero le mintió al pueblo estadounidense durante meses.",0,0,0,0,0,0,0,1,0
x_2670770373252349,"Alaska is facing unprecedented economic challenges. As a small business owner here on the peninsula, I know what it takes to create jobs and balance the books. I’ve been doing it for years. I’m running for State House to bring some common sense leadership to Juneau and help get Alaskans back to work.",0,0,0,0,0,0,0,1,1
x_1004453723407032,"The CA Democratic Party, Kamala Harris and Joe Biden agree: No on Prop 22. Stop Uber and Lyft Greed.",0,0,0,0,0,0,0,0,0
x_774783246411689,"While cutting taxes for the well-connected, Tom Patton and the Republican State House raised taxes on hard-working Ohioans.  As your state representative, I will work to make Ohio's taxes fair and manageable for all Ohioans.",0,0,0,0,0,0,0,1,1
x_1094283324322903,"While Georgia cities burn, Ossoff is spreading hate. Jon Ossoff is too radical for Georgia.",0,0,0,0,0,0,0,1,1
x_1172526076481609,"🔴  BREAKING: Lindsey Graham PLEDGES To Support Trump Supreme Court Nominee  Lindsey Graham thinks Democratic donors will ignore this evil action and REFUSE to donate to help his opponent, Jaime Harrison. WE MUST PROVE HIM WRONG! If Lindsey loses his race, the Republicans will LOSE their Senate Majority!  We need to BOOST Democratic voter turnout in South Carolina to make sure Lindsey gets CRUSHED. But our South Carolina Turnout Operation is almost out of money (NO!!). We need $400,000 THIS WEEK or we pack up! Luckily, generous Democrats are 500%-Matching ALL donations for TODAY ONLY to save our operation. Please, Donate $10 to defeat Lindsey Graham NOW >>",1,0,0,0,0,0,0,0,0
x_1003167950123254,"Horrible Republicans like Mitch McConnell have been a parasite in Washington for too long! The good news? We have a chance to replace Republicans like Mitch McConnell with WONDERFUL Democrats in November.   McConnell is PLUMMETING in the polls, but we can’t defeat Republicans like him for good if we fall short of our $250,000 monthly fundraising goal. And right now, NO ONE IS DONATING! Donate $10 to defeat Republicans like Mitch McConnell -- and we’ll TRIPLE-MATCH your contribution! >>",1,0,0,0,0,0,0,0,0
x_1013291655794693,"Do you have your ""Trump 2020"" shirt yet? Limited Time Only! Click ""Shop Now"" to get yours!",0,0,1,0,0,0,0,0,0
x_1091960261179503,🇺🇸Show Support for President Trump 🧙‍♀️Nancy Pelosi Chew Toy 🐶Furry Friends Keeping America Great 🦅Ships From The Good Old USA,0,0,1,0,0,0,0,0,0
x_1002678510195929,"Retired Marine and ER doctor, Rich McCormick, knows how to fix healthcare and backs the blue to protect Georgia families.",0,0,0,0,0,0,0,1,1
x_1003757026794728,"""Biden will work to rebuild the bonds of trust between police and the communities they are sworn to serve. He’ll invest in community policing – to get more cops out of their cruisers, walking the streets, and developing real relationships with people in every neighborhood. It's Trump's budget that cuts $400 million from state and local law enforcement.""",1,0,0,0,0,0,0,0,1
x_1234641446894564,"Joe Biden and Kamala Harris will not stop the lawlessness in our great cities. If they aren't stopped, local businesses across the U.S. could be decimated by the unrest.",0,0,0,0,0,0,0,1,0
